newid,Isolate_Id,Isolate_Name,Collection_Date,Subtype,Genotype,Location,continent,host,host_type,Wild bird order
EPI_ISL_20067355|A/Great_Black-Backed_Gull/NS/FAV-0188-7/2025|H5N5|North America|2025-04-25|wild_avian|A6 ,EPI_ISL_20067355,A/Great_Black-Backed_Gull/NS/FAV-0188-7/2025,2025.04.25,H5N5,A6 ,North America / Canada / Nova Scotia / Sable Island,North America,Great_Black-Backed_Gull,wild_avian,Charadriiformes
EPI_ISL_20067356|A/Great_Black-Backed_Gull/NS/FAV-0188-8/2025|H5N5|North America|2025-04-25|wild_avian|A6 ,EPI_ISL_20067356,A/Great_Black-Backed_Gull/NS/FAV-0188-8/2025,2025.04.25,H5N5,A6 ,North America / Canada / Nova Scotia / Sable Island,North America,Great_Black-Backed_Gull,wild_avian,Charadriiformes
EPI_ISL_20067357|A/Great_Black-Backed_Gull/NS/FAV-0188-9/2025|H5N5|North America|2025-04-25|wild_avian|A6 ,EPI_ISL_20067357,A/Great_Black-Backed_Gull/NS/FAV-0188-9/2025,2025.04.25,H5N5,A6 ,North America / Canada / Nova Scotia / Sable Island,North America,Great_Black-Backed_Gull,wild_avian,Charadriiformes
EPI_ISL_20067345|A/Herring_Gull/NS/FAV-0188-10/2025|H5N5|North America|2025-04-25|wild_avian|A6 ,EPI_ISL_20067345,A/Herring_Gull/NS/FAV-0188-10/2025,2025.04.25,H5N5,A6 ,North America / Canada / Nova Scotia / Sable Island,North America,Herring_Gull,wild_avian,Charadriiformes
EPI_ISL_20067325|A/Great_Black-Backed_Gull/NS/FAV-0186-2/2025|H5N5|North America|2025-04-26|wild_avian|A6 ,EPI_ISL_20067325,A/Great_Black-Backed_Gull/NS/FAV-0186-2/2025,2025.04.26,H5N5,A6 ,North America / Canada / Nova Scotia / Sable Island,North America,Great_Black-Backed_Gull,wild_avian,Charadriiformes
EPI_ISL_20067327|A/Great_Black-Backed_Gull/NS/FAV-0186-4/2025|H5N5|North America|2025-04-26|wild_avian|A6 ,EPI_ISL_20067327,A/Great_Black-Backed_Gull/NS/FAV-0186-4/2025,2025.04.26,H5N5,A6 ,North America / Canada / Nova Scotia / Sable Island,North America,Great_Black-Backed_Gull,wild_avian,Charadriiformes
EPI_ISL_20067329|A/Great_Black-Backed_Gull/NS/FAV-0186-5/2025|H5N5|North America|2025-04-26|wild_avian|A6 ,EPI_ISL_20067329,A/Great_Black-Backed_Gull/NS/FAV-0186-5/2025,2025.04.26,H5N5,A6 ,North America / Canada / Nova Scotia / Sable Island,North America,Great_Black-Backed_Gull,wild_avian,Charadriiformes
EPI_ISL_20067331|A/Great_Black-Backed_Gull/NS/FAV-0186-6/2025|H5N5|North America|2025-04-26|wild_avian|A6 ,EPI_ISL_20067331,A/Great_Black-Backed_Gull/NS/FAV-0186-6/2025,2025.04.26,H5N5,A6 ,North America / Canada / Nova Scotia / Sable Island,North America,Great_Black-Backed_Gull,wild_avian,Charadriiformes
EPI_ISL_20067334|A/Herring_Gull/NS/FAV-0186-7/2025|H5N5|North America|2025-04-26|wild_avian|A6 ,EPI_ISL_20067334,A/Herring_Gull/NS/FAV-0186-7/2025,2025.04.26,H5N5,A6 ,North America / Canada / Nova Scotia / Sable Island,North America,Herring_Gull,wild_avian,Charadriiformes
EPI_ISL_20067336|A/Herring_Gull/NS/FAV-0186-8/2025|H5N5|North America|2025-04-26|wild_avian|A6 ,EPI_ISL_20067336,A/Herring_Gull/NS/FAV-0186-8/2025,2025.04.26,H5N5,A6 ,North America / Canada / Nova Scotia / Sable Island,North America,Herring_Gull,wild_avian,Charadriiformes
EPI_ISL_20067338|A/Iceland_Gull/NS/FAV-0187-2/2025|H5N5|North America|2025-05-02|wild_avian|A6 ,EPI_ISL_20067338,A/Iceland_Gull/NS/FAV-0187-2/2025,2025.05.02,H5N5,A6 ,North America / Canada / Nova Scotia / Sable Island,North America,Iceland_Gull,wild_avian,Charadriiformes
EPI_ISL_20067340|A/Great_Black-Backed_Gull/NS/FAV-0187-3/2025|H5N5|North America|2025-05-08|wild_avian|A6 ,EPI_ISL_20067340,A/Great_Black-Backed_Gull/NS/FAV-0187-3/2025,2025.05.08,H5N5,A6 ,North America / Canada / Nova Scotia / Sable Island,North America,Great_Black-Backed_Gull,wild_avian,Charadriiformes
EPI_ISL_19750574|A/Red_Fox/NS/FAV-0183-1/2024|H5N5|North America|2024-05-04|nonhuman_mammal|A6 ,EPI_ISL_19750574,A/Red_Fox/NS/FAV-0183-1/2024,2024.05.04,H5N5,A6 ,North America / Canada / Nova Scotia / Sydney,North America,Red_Fox,nonhuman_mammal,
EPI_ISL_19750575|A/Ring-Tailed_Hawk/NS/FAV-0196-2/2024|H5N5|North America|2024-04-02|wild_avian|A6 ,EPI_ISL_19750575,A/Ring-Tailed_Hawk/NS/FAV-0196-2/2024,2024.04.02,H5N5,A6 ,North America / Canada / Nova Scotia / Upper Nappan,North America,Ring-Tailed_Hawk,wild_avian,Accipitriformes
EPI_ISL_20067291|A/American_Crow/NS/FAV-0116-1/2025|H5N5|North America|2025-03-05|wild_avian|A6 ,EPI_ISL_20067291,A/American_Crow/NS/FAV-0116-1/2025,2025.03.05,H5N5,A6 ,North America / Canada / Nova Scotia / Wolfville,North America,American_Crow,wild_avian,Passeriformes
EPI_ISL_20067293|A/American_Crow/NS/FAV-0116-2/2025|H5N5|North America|2025-03-05|wild_avian|A6 ,EPI_ISL_20067293,A/American_Crow/NS/FAV-0116-2/2025,2025.03.05,H5N5,A6 ,North America / Canada / Nova Scotia / Wolfville,North America,American_Crow,wild_avian,Passeriformes
EPI_ISL_19750586|A/Northern_Fulmar/NU/FAV-0290-1/2024|H5N5|North America|2024-10-03|wild_avian|A6 ,EPI_ISL_19750586,A/Northern_Fulmar/NU/FAV-0290-1/2024,2024.10.03,H5N5,A6 ,North America / Canada / Nunavut / Resolute Bay,North America,Northern_Fulmar,wild_avian,Procellariiformes
EPI_ISL_19750593|A/Ringed_Seal/NU/FAV-0410-2/2024|H5N5|North America|2024-10-09|nonhuman_mammal|A6 ,EPI_ISL_19750593,A/Ringed_Seal/NU/FAV-0410-2/2024,2024.10.09,H5N5,A6 ,North America / Canada / Nunavut / Resolute Bay,North America,Ringed_Seal,nonhuman_mammal,
EPI_ISL_19750594|A/Ringed_Seal/NU/FAV-0410-3/2024|H5N5|North America|2024-10-09|nonhuman_mammal|A6 ,EPI_ISL_19750594,A/Ringed_Seal/NU/FAV-0410-3/2024,2024.10.09,H5N5,A6 ,North America / Canada / Nunavut / Resolute Bay,North America,Ringed_Seal,nonhuman_mammal,
EPI_ISL_20067310|A/American_Crow/ON/FAV-0152-1/2025|H5N5|North America|2025-04-20|wild_avian|A6 ,EPI_ISL_20067310,A/American_Crow/ON/FAV-0152-1/2025,2025.04.20,H5N5,A6 ,North America / Canada / Ontario / Hawkestone,North America,American_Crow,wild_avian,Passeriformes
EPI_ISL_19750587|A/Turkey_Vulture/ON/FAV-0316-1/2024|H5N5|North America|2024-10-30|wild_avian|A6 ,EPI_ISL_19750587,A/Turkey_Vulture/ON/FAV-0316-1/2024,2024.10.30,H5N5,A6 ,North America / Canada / Ontario / Picton,North America,Turkey_Vulture,wild_avian,Accipitriformes
EPI_ISL_20067307|A/Cat/PEI/FAV-0136-1/2025|H5N5|North America|2025-03-27|nonhuman_mammal|A6 ,EPI_ISL_20067307,A/Cat/PEI/FAV-0136-1/2025,2025.03.27,H5N5,A6 ,North America / Canada / Prince Edward Island / Albany,North America,Cat,nonhuman_mammal,
EPI_ISL_18702958|A/Red-Tailed_Hawk/PEI/FAV-0165-1/2023|H5N5|North America|2023-04-15|wild_avian|A6 ,EPI_ISL_18702958,A/Red-Tailed_Hawk/PEI/FAV-0165-1/2023,2023.04.15,H5N5,A6 ,North America / Canada / Prince Edward Island / Charlottetown,North America,Red-Tailed_Hawk,wild_avian,Accipitriformes
EPI_ISL_19260110|A/American_Crow/PEI/FAV-0074-2/2024|H5N5|North America|2024-02-09|wild_avian|A6 ,EPI_ISL_19260110,A/American_Crow/PEI/FAV-0074-2/2024,2024.02.09,H5N5,A6 ,North America / Canada / Prince Edward Island / Charlottetown,North America,American_Crow,wild_avian,Passeriformes
EPI_ISL_19260111|A/American_Crow/PEI/FAV-0074-3/2024|H5N5|North America|2024-02-09|wild_avian|A6 ,EPI_ISL_19260111,A/American_Crow/PEI/FAV-0074-3/2024,2024.02.09,H5N5,A6 ,North America / Canada / Prince Edward Island / Charlottetown,North America,American_Crow,wild_avian,Passeriformes
EPI_ISL_20067289|A/Striped_Skunk/PEI/FAV-0091-1/2025|H5N5|North America|2025-03-07|nonhuman_mammal|A6 ,EPI_ISL_20067289,A/Striped_Skunk/PEI/FAV-0091-1/2025,2025.03.07,H5N5,A6 ,North America / Canada / Prince Edward Island / Charlottetown,North America,Striped_Skunk,nonhuman_mammal,
EPI_ISL_20067296|A/American_Crow/PEI/FAV-0124-6/2025|H5N5|North America|2025-03-13|wild_avian|A6 ,EPI_ISL_20067296,A/American_Crow/PEI/FAV-0124-6/2025,2025.03.13,H5N5,A6 ,North America / Canada / Prince Edward Island / Charlottetown,North America,American_Crow,wild_avian,Passeriformes
EPI_ISL_18702957|A/American_Crow/PEI/FAV-0144-1/2023|H5N5|North America|2023-03-03|wild_avian|A6 ,EPI_ISL_18702957,A/American_Crow/PEI/FAV-0144-1/2023,2023.03.03,H5N5,A6 ,North America / Canada / Prince Edward Island / Cornwall,North America,American_Crow,wild_avian,Passeriformes
EPI_ISL_19750595|A/Red_Fox/PEI/FAV-0417-1/2024|H5N5|North America|2024-11-26|nonhuman_mammal|A6 ,EPI_ISL_19750595,A/Red_Fox/PEI/FAV-0417-1/2024,2024.11.26,H5N5,A6 ,North America / Canada / Prince Edward Island / Darnley,North America,Red_Fox,nonhuman_mammal,
EPI_ISL_20067300|A/Striped_Skunk/PEI/FAV-0128-4/2025|H5N5|North America|2025-03-26|nonhuman_mammal|A6 ,EPI_ISL_20067300,A/Striped_Skunk/PEI/FAV-0128-4/2025,2025.03.26,H5N5,A6 ,North America / Canada / Prince Edward Island / Meadowbank,North America,Striped_Skunk,nonhuman_mammal,
EPI_ISL_19260117|A/Striped_Skunk/PEI/FAV-0130-1/2024|H5N5|North America|2024-04-09|nonhuman_mammal|A6 ,EPI_ISL_19260117,A/Striped_Skunk/PEI/FAV-0130-1/2024,2024.04.09,H5N5,A6 ,North America / Canada / Prince Edward Island / Mount Stewart,North America,Striped_Skunk,nonhuman_mammal,
EPI_ISL_18702965|A/Raccoon/PEI/FAV-0244-1/2023|H5N5|North America|2023-04-18|nonhuman_mammal|A6 ,EPI_ISL_18702965,A/Raccoon/PEI/FAV-0244-1/2023,2023.04.18,H5N5,A6 ,North America / Canada / Prince Edward Island / Murray Harbour,North America,Raccoon,nonhuman_mammal,
EPI_ISL_18702966|A/Raccoon/PEI/FAV-0247-1/2023|H5N5|North America|2023-04-18|nonhuman_mammal|A6 ,EPI_ISL_18702966,A/Raccoon/PEI/FAV-0247-1/2023,2023.04.18,H5N5,A6 ,North America / Canada / Prince Edward Island / Murray Harbour,North America,Raccoon,nonhuman_mammal,
EPI_ISL_19750592|A/Herring_Gull/PEI/FAV-0393-2/2024|H5N5|North America|2024-11-19|wild_avian|A6 ,EPI_ISL_19750592,A/Herring_Gull/PEI/FAV-0393-2/2024,2024.11.19,H5N5,A6 ,North America / Canada / Prince Edward Island / Richmond,North America,Herring_Gull,wild_avian,Charadriiformes
EPI_ISL_18702959|A/Raccoon/PEI/FAV-0193-1/2023|H5N5|North America|2023-04-03|nonhuman_mammal|A6 ,EPI_ISL_18702959,A/Raccoon/PEI/FAV-0193-1/2023,2023.04.03,H5N5,A6 ,North America / Canada / Prince Edward Island / Sea View,North America,Raccoon,nonhuman_mammal,
EPI_ISL_18702960|A/Raccoon/PEI/FAV-0199-1/2023|H5N5|North America|2023-04-29|nonhuman_mammal|A6 ,EPI_ISL_18702960,A/Raccoon/PEI/FAV-0199-1/2023,2023.04.29,H5N5,A6 ,North America / Canada / Prince Edward Island / Sea View,North America,Raccoon,nonhuman_mammal,
EPI_ISL_19260113|A/Raccoon/PEI/FAV-0093-1/2024|H5N5|North America|2024-03-06|nonhuman_mammal|A6 ,EPI_ISL_19260113,A/Raccoon/PEI/FAV-0093-1/2024,2024.03.06,H5N5,A6 ,North America / Canada / Prince Edward Island / Stratford,North America,Raccoon,nonhuman_mammal,
EPI_ISL_19260115|A/Striped_Skunk/PEI/FAV-0109-1/2024|H5N5|North America|2024-03-11|nonhuman_mammal|A6 ,EPI_ISL_19260115,A/Striped_Skunk/PEI/FAV-0109-1/2024,2024.03.11,H5N5,A6 ,North America / Canada / Prince Edward Island / Stratford,North America,Striped_Skunk,nonhuman_mammal,
EPI_ISL_19260114|A/Raccoon/PEI/FAV-0108-1/2024|H5N5|North America|2024-03-14|nonhuman_mammal|A6 ,EPI_ISL_19260114,A/Raccoon/PEI/FAV-0108-1/2024,2024.03.14,H5N5,A6 ,North America / Canada / Prince Edward Island / Stratford,North America,Raccoon,nonhuman_mammal,
EPI_ISL_19260116|A/Striped_Skunk/PEI/FAV-0111-1/2024|H5N5|North America|2024-03-14|nonhuman_mammal|A6 ,EPI_ISL_19260116,A/Striped_Skunk/PEI/FAV-0111-1/2024,2024.03.14,H5N5,A6 ,North America / Canada / Prince Edward Island / Stratford,North America,Striped_Skunk,nonhuman_mammal,
EPI_ISL_18702961|A/Striped_Skunk/PEI/FAV-0210-1/2023|H5N5|North America|2023-05-16|nonhuman_mammal|A6 ,EPI_ISL_18702961,A/Striped_Skunk/PEI/FAV-0210-1/2023,2023.05.16,H5N5,A6 ,North America / Canada / Prince Edward Island / Sturgeon,North America,Striped_Skunk,nonhuman_mammal,
EPI_ISL_18702952|A/American_Crow/PEI/FAV-0035-6/2023|H5N5|North America|2023-01-09|wild_avian|A6 ,EPI_ISL_18702952,A/American_Crow/PEI/FAV-0035-6/2023,2023.01.09,H5N5,A6 ,North America / Canada / Prince Edward Island / Summerside,North America,American_Crow,wild_avian,Passeriformes
EPI_ISL_18702953|A/American_Crow/PEI/FAV-0068-3/2023|H5N5|North America|2023-01-31|wild_avian|A6 ,EPI_ISL_18702953,A/American_Crow/PEI/FAV-0068-3/2023,2023.01.31,H5N5,A6 ,North America / Canada / Prince Edward Island / Summerside,North America,American_Crow,wild_avian,Passeriformes
EPI_ISL_18702954|A/American_Crow/PEI/FAV-0068-8/2023|H5N5|North America|2023-01-31|wild_avian|A6 ,EPI_ISL_18702954,A/American_Crow/PEI/FAV-0068-8/2023,2023.01.31,H5N5,A6 ,North America / Canada / Prince Edward Island / Summerside,North America,American_Crow,wild_avian,Passeriformes
EPI_ISL_18702955|A/American_Crow/PEI/FAV-0068-9/2023|H5N5|North America|2023-01-31|wild_avian|A6 ,EPI_ISL_18702955,A/American_Crow/PEI/FAV-0068-9/2023,2023.01.31,H5N5,A6 ,North America / Canada / Prince Edward Island / Summerside,North America,American_Crow,wild_avian,Passeriformes
EPI_ISL_19260118|A/American_Crow/QC/FAV-0132-1/2024|H5N5|North America|2024-04-11|wild_avian|A6 ,EPI_ISL_19260118,A/American_Crow/QC/FAV-0132-1/2024,2024.04.11,H5N5,A6 ,North America / Canada / Quebec / Saint-Antoine-de-Tilly,North America,American_Crow,wild_avian,Passeriformes
EPI_ISL_19216500|A/glaucous_gull/Greenland/08236-1.02/2023|H5N5|North America|2023|wild_avian|A6 ,EPI_ISL_19216500,A/glaucous_gull/Greenland/08236-1.02/2023,2023,H5N5,A6 ,North America / Greenland,North America,glaucous_gull,wild_avian,Charadriiformes
EPI_ISL_19216501|A/northern_fulmar/Greenland/08238-1.01/2023|H5N5|North America|2023|wild_avian|A6 ,EPI_ISL_19216501,A/northern_fulmar/Greenland/08238-1.01/2023,2023,H5N5,A6 ,North America / Greenland,North America,northern_fulmar,wild_avian,Procellariiformes
EPI_ISL_19755851|A/american crow/USA/003298-003/2025|H5N5|North America|2025|wild_avian|A6 ,EPI_ISL_19755851,A/american crow/USA/003298-003/2025,2025,H5N5,A6 ,North America / United States,North America,american_crow,wild_avian,Passeriformes
EPI_ISL_19776983|A/bald eagle/USA/005188-001/2025|H5N5|North America|2025|wild_avian|A6 ,EPI_ISL_19776983,A/bald eagle/USA/005188-001/2025,2025,H5N5,A6 ,North America / United States / Ohio,North America,bald_eagle,wild_avian,Accipitriformes
EPI_ISL_19712970|A/red-tailed hawk/USA/001719-002/2025|H5N5|North America|2025-01-07|wild_avian|A6 ,EPI_ISL_19712970,A/red-tailed hawk/USA/001719-002/2025,2025.01.07,H5N5,A6 ,North America / United States,North America,red-tailed_hawk,wild_avian,Accipitriformes
EPI_ISL_20145181|A/common eider/USA/021407-028/2025|H5N5|North America|2025-02-07|wild_avian|A6 ,EPI_ISL_20145181,A/common eider/USA/021407-028/2025,2025.02.07,H5N5,A6 ,North America / United States / Massachusetts,North America,common_eider,wild_avian,Anseriformes
EPI_ISL_20094765|A/great black-backed gull/USA/019390-018/2025|H5N5|North America|2025-02-07|wild_avian|A6 ,EPI_ISL_20094765,A/great black-backed gull/USA/019390-018/2025,2025.02.07,H5N5,A6 ,North America / United States / Massachusetts,North America,great_black-backed_gull,wild_avian,Charadriiformes
EPI_ISL_19809230|A/bufflehead/USA/007118-044/2025|H5N5|North America|2025-02-08|wild_avian|A6 ,EPI_ISL_19809230,A/bufflehead/USA/007118-044/2025,2025.02.08,H5N5,A6 ,North America / United States / Massachusetts,North America,bufflehead,wild_avian,Anseriformes
EPI_ISL_20145170|A/black vulture/USA/021407-019/2025|H5N5|North America|2025-02-27|wild_avian|A6 ,EPI_ISL_20145170,A/black vulture/USA/021407-019/2025,2025.02.27,H5N5,A6 ,North America / United States / Massachusetts,North America,black_vulture,wild_avian,Accipitriformes
EPI_ISL_20094752|A/common raven/USA/019390-017/2025|H5N5|North America|2025-04-04|wild_avian|A6 ,EPI_ISL_20094752,A/common raven/USA/019390-017/2025,2025.04.04,H5N5,A6 ,North America / United States / Massachusetts,North America,common_raven,wild_avian,Passeriformes
EPI_ISL_20145190|A/great black-backed gull/USA/021407-026/2025|H5N5|North America|2025-04-25|wild_avian|A6 ,EPI_ISL_20145190,A/great black-backed gull/USA/021407-026/2025,2025.04.25,H5N5,A6 ,North America / United States / Massachusetts,North America,great_black-backed_gull,wild_avian,Charadriiformes
EPI_ISL_19736854|A/herring gull/Maine/037519-001/2023|H5N5|North America|2023-05-23|wild_avian|A6 ,EPI_ISL_19736854,A/herring gull/Maine/037519-001/2023,2023.05.23,H5N5,A6 ,North America / United States / Maine / Kennebunk,North America,herring_gull,wild_avian,Charadriiformes
25-021407-029|A/Red-breasted Merganser/MA/25ne00306/2025|H5N5|North America|2025-02-07|wild_avian|A6,25-021407-029,A/Red-breasted Merganser/MA/25ne00306/2025,2025.02.07,H5N5,A6,North America / United States / Massachusetts / Nantucket / Nantucket,North America,Red-breasted Merganser,wild_avian,Anseriformes
25-019390-016|A/Common Raven/MA/25HP00745/2025|H5N5|North America|2025-04-04|wild_avian|A6,25-019390-016,A/Common Raven/MA/25HP00745/2025,2025.04.04,H5N5,A6,North America / United States / Massachusetts / Essex / Lawrence,North America,Common Raven,wild_avian,Passeriformes
EPI_ISL_19736914|A/great black-backed gull/Massachusetts/015884-003/2023|H5N5|North America|2023-02-08|wild_avian|A6 ,EPI_ISL_19736914,A/great black-backed gull/Massachusetts/015884-003/2023,2023.02.08,H5N5,A6 ,North America / United States / Massachusetts / Eastham,North America,great_black-backed_gull,wild_avian,Charadriiformes
EPI_ISL_19736843|A/great black-backed gull/Massachusetts/004865-020/2024|H5N5|North America|2024-01-18|wild_avian|A6 ,EPI_ISL_19736843,A/great black-backed gull/Massachusetts/004865-020/2024,2024.01.18,H5N5,A6 ,North America / United States / Massachusetts / Eastham,North America,great_black-backed_gull,wild_avian,Charadriiformes
EPI_ISL_19736870|A/turkey vulture/Massachusetts/014126-069/2024|H5N5|North America|2024-05-03|wild_avian|A6 ,EPI_ISL_19736870,A/turkey vulture/Massachusetts/014126-069/2024,2024.05.03,H5N5,A6 ,North America / United States / Massachusetts / Hudson,North America,turkey_vulture,wild_avian,Accipitriformes
EPI_ISL_19736871|A/turkey vulture/Massachusetts/014126-068/2024|H5N5|North America|2024-05-03|wild_avian|A6 ,EPI_ISL_19736871,A/turkey vulture/Massachusetts/014126-068/2024,2024.05.03,H5N5,A6 ,North America / United States / Massachusetts / Hudson,North America,turkey_vulture,wild_avian,Accipitriformes
EPI_ISL_19736872|A/turkey vulture/Massachusetts/014126-067/2024|H5N5|North America|2024-05-03|wild_avian|A6 ,EPI_ISL_19736872,A/turkey vulture/Massachusetts/014126-067/2024,2024.05.03,H5N5,A6 ,North America / United States / Massachusetts / Hudson,North America,turkey_vulture,wild_avian,Accipitriformes
EPI_ISL_19736857|A/great black-backed gull/Massachusetts/015884-022/2023|H5N5|North America|2023-03-17|wild_avian|A6 ,EPI_ISL_19736857,A/great black-backed gull/Massachusetts/015884-022/2023,2023.03.17,H5N5,A6 ,North America / United States / Massachusetts / Nantucket,North America,great_black-backed_gull,wild_avian,Charadriiformes
EPI_ISL_19736858|A/great black-backed gull/Massachusetts/015884-021/2023|H5N5|North America|2023-03-17|wild_avian|A6 ,EPI_ISL_19736858,A/great black-backed gull/Massachusetts/015884-021/2023,2023.03.17,H5N5,A6 ,North America / United States / Massachusetts / Nantucket,North America,great_black-backed_gull,wild_avian,Charadriiformes
EPI_ISL_19737349|A/great black-backed gull/Massachusetts/000869-003/2023|H5N5|North America|2023-12-27|wild_avian|A6 ,EPI_ISL_19737349,A/great black-backed gull/Massachusetts/000869-003/2023,2023.12.27,H5N5,A6 ,North America / United States / Massachusetts / Plymouth,North America,great_black-backed_gull,wild_avian,Charadriiformes
EPI_ISL_19736906|A/red-tailed hawk/Massachusetts/014126-021/2024|H5N5|North America|2024-03-16|wild_avian|A6 ,EPI_ISL_19736906,A/red-tailed hawk/Massachusetts/014126-021/2024,2024.03.16,H5N5,A6 ,North America / United States / Massachusetts / South Orleans,North America,red-tailed_hawk,wild_avian,Accipitriformes
EPI_ISL_20252012|A/Washington/2148/2025|H5N5|North America|2025-11-10|human|A6 ,EPI_ISL_20252012,A/Washington/2148/2025,2025.11.10,H5N5,A6 ,North America / United States / Washington,North America,human,human,
EPI_ISL_19496991|A/large-billed_crow/Iwate/0303G005/2024|H5N5|Asia|2024-03-05|wild_avian|A6,EPI_ISL_19496991,A/large-billed_crow/Iwate/0303G005/2024,2024.03.05,H5N5,A6,Asia / Japan / Iwate,Asia,large-billed_crow,wild_avian,Passeriformes
EPI_ISL_19496992|A/large-billed_crow/Iwate/0303G006/2024|H5N5|Asia|2024-03-06|wild_avian|A6,EPI_ISL_19496992,A/large-billed_crow/Iwate/0303G006/2024,2024.03.06,H5N5,A6,Asia / Japan / Iwate,Asia,large-billed_crow,wild_avian,Passeriformes
EPI_ISL_19496994|A/large-billed_crow/Iwate/0303G007/2024|H5N5|Asia|2024-03-08|wild_avian|A6,EPI_ISL_19496994,A/large-billed_crow/Iwate/0303G007/2024,2024.03.08,H5N5,A6,Asia / Japan / Iwate,Asia,large-billed_crow,wild_avian,Passeriformes
EPI_ISL_19410356|A/Great_Black_Backed_Gull/Scotland/034087/2024|H5N5|Europe|2024-07-15|wild_avian|A6,EPI_ISL_19410356,A/Great_Black_Backed_Gull/Scotland/034087/2024,2024.07.15,H5N5,A6,Europe / United Kingdom / Scotland,Europe,Great_Black_Backed_Gull,wild_avian,Charadriiformes
EPI_ISL_19410358|A/Great_Skua/Scotland/036478/2024|H5N5|Europe|2024-07-25|wild_avian|A6,EPI_ISL_19410358,A/Great_Skua/Scotland/036478/2024,2024.07.25,H5N5,A6,Europe / United Kingdom / Scotland,Europe,Great_Skua,wild_avian,Charadriiformes
EPI_ISL_19410360|A/Great_Skua/Scotland/037580/2024|H5N5|Europe|2024-08-07|wild_avian|A6,EPI_ISL_19410360,A/Great_Skua/Scotland/037580/2024,2024.08.07,H5N5,A6,Europe / United Kingdom / Scotland,Europe,Great_Skua,wild_avian,Charadriiformes
EPI_ISL_19610543|A/Common_Buzzard/Netherlands/24030131-001/2024|H5N5|Europe|2024-11-26|wild_avian|A6,EPI_ISL_19610543,A/Common_Buzzard/Netherlands/24030131-001/2024,2024.11.26,H5N5,A6,Europe / Netherlands / Provincie Noord-Holland,Europe,Common_Buzzard,wild_avian,Accipitriformes
EPI_ISL_TBD|A/Great black-backed gull/MA/25HP00804/2025|H5N5|North America|2025-04-23|wild_avian|A6,25HP00804,A/Great black-backed gull/MA/25HP00804/2025,2025.04.23,H5N5,A6,North America / United States / Massachusetts / Nantucket,North America,Great_Black_Backed_Gull,wild_avian,charadriiformes
EPI_ISL_TBD|A/Great black-backed gull/MA/25HP00806/2025|H5N5|North America|2025-04-23|wild_avian|A6,25HP00806,A/Great black-backed gull/MA/25HP00806/2025,2025.04.23,H5N5,A6,North America / United States / Massachusetts / Nantucket,North America,Great_Black_Backed_Gull,wild_avian,charadriiformes
EPI_ISL_TBD|A/Great black-backed gull/MA/25HP00809/2025|H5N5|North America|2025-04-23|wild_avian|A6,25HP00809,A/Great black-backed gull/MA/25HP00809/2025,2025.04.23,H5N5,A6,North America / United States / Massachusetts / Nantucket,North America,Great_Black_Backed_Gull,wild_avian,charadriiformes
EPI_ISL_TBD|A/Great black-backed gull/MA/25HP00810/2025|H5N5|North America|2025-04-23|wild_avian|A6,25HP00810,A/Great black-backed gull/MA/25HP00810/2025,2025.04.23,H5N5,A6,North America / United States / Massachusetts / Nantucket,North America,Great_Black_Backed_Gull,wild_avian,charadriiformes
EPI_ISL_TBD|A/Great black-backed gull/MA/25HP00813/2025|H5N5|North America|2025-04-23|wild_avian|A6,25HP00813,A/Great black-backed gull/MA/25HP00813/2025,2025.04.23,H5N5,A6,North America / United States / Massachusetts / Nantucket,North America,Great_Black_Backed_Gull,wild_avian,charadriiformes
EPI_ISL_TBD|A/Great black-backed gull/MA/25HP00816/2025|H5N5|North America|2025-04-23|wild_avian|A6,25HP00816,A/Great black-backed gull/MA/25HP00816/2025,2025.04.23,H5N5,A6,North America / United States / Massachusetts / Nantucket,North America,Great_Black_Backed_Gull,wild_avian,charadriiformes
EPI_ISL_TBD|A/Great black-backed gull/MA/25HP00821/2025|H5N5|North America|2025-04-23|wild_avian|A6,25HP00821,A/Great black-backed gull/MA/25HP00821/2025,2025.04.23,H5N5,A6,North America / United States / Massachusetts / Nantucket,North America,Great_Black_Backed_Gull,wild_avian,charadriiformes
EPI_ISL_TBD|A/Great black-backed gull/MA/25HP00823/2025|H5N5|North America|2025-04-23|wild_avian|A6,25HP00823,A/Great black-backed gull/MA/25HP00823/2025,2025.04.23,H5N5,A6,North America / United States / Massachusetts / Nantucket,North America,Great_Black_Backed_Gull,wild_avian,charadriiformes
EPI_ISL_20349597|A/black-headed_gull/Denmark/00376-1.01/2026|H5N5|North America|2026-01-20|wild_avian|A6,EPI_ISL_20349597,A/black-headed_gull/Denmark/00376-1.01/2026,2026.01.20,H5N5,A6,Europe / Denmark / Region Nordjylland,Europe,Black_Headed_Gull,wild_avian,charadriiformes
EPI_ISL_19016257|A/Common_Buzzard/England/133477/2024|H5N5|North America|2024-02-19|wild_avian|A6,EPI_ISL_19016257,A/Common_Buzzard/England/133477/2024,2024.02.19,H5N5,A6,Europe / United Kingdom / England,Europe,Common_Buzzard,wild_avian,Accipitriformes
EPI_ISL_18592416|A/Gannet/Scotland/124903/2023|H5N5|North America|2023-10-09|wild_avian|A6,EPI_ISL_18592416,A/Gannet/Scotland/124903/2023,2023.10.09,H5N5,A6,Europe / United Kingdom / Scotland,Europe,Gannet,wild_avian,Suliformes
